wmo,regiao,uf,estacao,latitude,longitude,altitude,data_de_fundacao,source_file
A850,S,PR,PARANAPOEMA,"-22,65833333","-52,13444444","308,7",04/03/08,inmet_S_PR_A850_PARANAPOEMA_01-01-2024_A_31-12-2024_dados.csv
A855,S,PR,PLANALTO,"-25,72194443","-53,74805555","399,1",07/11/07,inmet_S_PR_A855_PLANALTO_01-01-2024_A_31-12-2024_dados.csv
A869,S,PR,CIDADE GAUCHA,"-23,35916666","-52,93194443","365,79",11/03/08,inmet_S_PR_A869_CIDADE-GAUCHA_01-01-2024_A_31-12-2024_dados.csv
A871,S,PR,JAPIRA,"-23,77333332","-50,18055554","692,88",29/02/08,inmet_S_PR_A871_JAPIRA_01-01-2024_A_31-12-2024_dados.csv
A872,S,PR,VENTANIA,"-24,28027777","-50,21027777","1093,41",15/04/11,inmet_S_PR_A872_VENTANIA_01-01-2024_A_31-12-2024_dados.csv
A873,S,PR,MORRETES,"-25,50888888","-48,80861111","50,31",13/03/08,inmet_S_PR_A873_MORRETES_01-01-2024_A_31-12-2024_dados.csv
A874,S,PR,SAO MATEUS DO SUL,"-25,83555555","-50,36888888","780,21",17/04/11,inmet_S_PR_A874_SAO-MATEUS-DO-SUL_01-01-2024_A_31-12-2024_dados.csv
A875,S,PR,GENERAL CARNEIRO,"-26,3986111","-51,35361111","1009,01",30/04/08,inmet_S_PR_A875_GENERAL-CARNEIRO_01-01-2024_A_31-12-2024_dados.csv
A876,S,PR,CLEVELANDIA,"-26,41722221","-52,3486111","966,06",15/05/08,inmet_S_PR_A876_CLEVELANDIA_01-01-2024_A_31-12-2024_dados.csv
B803,S,PR,CAMPINA DA LAGOA,"-24,57083332","-52,80027777",598,04/08/16,inmet_S_PR_B803_CAMPINA-DA-LAGOA_01-01-2024_A_31-12-2024_dados.csv
B804,S,PR,LARANJEIRAS DO SUL,"-25,37138888","-52,40083333",889,07/08/16,inmet_S_PR_B804_LARANJEIRAS-DO-SUL_01-01-2024_A_31-12-2024_dados.csv
B806,S,PR,COLOMBO,"-25,322464","-49,157733",950,01/06/16,inmet_S_PR_B806_COLOMBO_01-01-2024_A_31-12-2024_dados.csv
A801,S,RS,PORTO ALEGRE - JARDIM BOTANICO,"-30,05361111","-51,17472221","41,18",22/09/00,inmet_S_RS_A801_PORTO-ALEGRE---JARDIM-BOTANICO_01-01-2024_A_31-12-2024_dados.csv
A802,S,RS,RIO GRANDE,"-32,07888888","-52,16777777","4,92",16/11/01,inmet_S_RS_A802_RIO-GRANDE_01-01-2024_A_31-12-2024_dados.csv
A803,S,RS,SANTA MARIA,"-29,72499999","-53,72055554","103,1",26/11/01,inmet_S_RS_A803_SANTA-MARIA_01-01-2024_A_31-12-2024_dados.csv
A804,S,RS,SANTANA DO LIVRAMENTO,"-30,75055555","-55,40138888",196,22/11/01,inmet_S_RS_A804_SANTANA-DO-LIVRAMENTO_01-01-2024_A_31-12-2024_dados.csv
A805,S,RS,SANTO AUGUSTO,"-27,85444444","-53,7911111","489,67",05/12/01,inmet_S_RS_A805_SANTO-AUGUSTO_01-01-2024_A_31-12-2024_dados.csv
A809,S,RS,URUGUAIANA,"-29,83999999","-57,08194443","74,29",28/09/06,inmet_S_RS_A809_URUGUAIANA_01-01-2024_A_31-12-2024_dados.csv
A810,S,RS,SANTA ROSA,"-27,89055555","-54,47999999","272,84",15/11/06,inmet_S_RS_A810_SANTA-ROSA_01-01-2024_A_31-12-2024_dados.csv
A811,S,RS,CANGUCU,"-31,40333333","-52,70083333","446,81",24/01/07,inmet_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024_dados.csv
A812,S,RS,CACAPAVA DO SUL,"-30,54527777","-53,46694443","420,82",22/06/06,inmet_S_RS_A812_CACAPAVA-DO-SUL_01-01-2024_A_31-12-2024_dados.csv
A813,S,RS,RIO PARDO,"-29,87222221","-52,38194443","106,99",30/09/06,inmet_S_RS_A813_RIO-PARDO_01-01-2024_A_31-12-2024_dados.csv
A826,S,RS,ALEGRETE,"-29,70916666","-55,52555554","120,88",28/09/06,inmet_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024_dados.csv
A827,S,RS,BAGE,"-31,34777777","-54,01333333","226,19",04/01/07,inmet_S_RS_A827_BAGE_01-01-2024_A_31-12-2024_dados.csv
A828,S,RS,ERECHIM,"-27,65777777","-52,30583333","777,08",25/11/06,inmet_S_RS_A828_ERECHIM_01-01-2024_A_31-12-2024_dados.csv
A829,S,RS,SAO JOSE DOS AUSENTES,"-28,7486111","-50,05777777","1228,59",26/10/06,inmet_S_RS_A829_SAO-JOSE-DOS-AUSENTES_01-01-2024_A_31-12-2024_dados.csv
A830,S,RS,SAO BORJA,"-28,65","-56,01638888","81,08",21/07/07,inmet_S_RS_A830_SAO-BORJA_01-01-2024_A_31-12-2024_dados.csv
A831,S,RS,QUARAI,"-30,368578","-56,437115","113,05",17/10/07,inmet_S_RS_A831_QUARAI_01-01-2024_A_31-12-2024_dados.csv
A832,S,RS,SAO GABRIEL,"-30,34138888","-54,31083333","114,89",11/07/07,inmet_S_RS_A832_SAO-GABRIEL_01-01-2024_A_31-12-2024_dados.csv
A833,S,RS,SANTIAGO,"-29,191599","-54,885653","390,03",04/02/09,inmet_S_RS_A833_SANTIAGO_01-01-2024_A_31-12-2024_dados.csv
A834,S,RS,TRAMANDAI,"-30,01027777","-50,13583333","4,56",09/03/08,inmet_S_RS_A834_TRAMANDAI_01-01-2024_A_31-12-2024_dados.csv
A836,S,RS,JAGUARAO,"-32,53472221","-53,37583332","31,48",09/01/07,inmet_S_RS_A836_JAGUARAO_01-01-2024_A_31-12-2024_dados.csv
A837,S,RS,SOLEDADE,"-28,859211","-52,542387","660,44",01/03/08,inmet_S_RS_A837_SOLEDADE_01-01-2024_A_31-12-2024_dados.csv
A838,S,RS,CAMAQUA,"-30,80805555","-51,83416666","92,3",12/12/06,inmet_S_RS_A838_CAMAQUA_01-01-2024_A_31-12-2024_dados.csv
A839,S,RS,PASSO FUNDO,"-28,22666666","-52,40361111","680,67",27/11/06,inmet_S_RS_A839_PASSO-FUNDO_01-01-2024_A_31-12-2024_dados.csv
A840,S,RS,BENTO GONCALVES,"-29,164581","-51,534202","623,27",01/12/06,inmet_S_RS_A840_BENTO-GONCALVES_01-01-2024_A_31-12-2024_dados.csv
A844,S,RS,LAGOA VERMELHA,"-28,222381","-51,512845","833,83",02/03/07,inmet_S_RS_A844_LAGOA-VERMELHA_01-01-2024_A_31-12-2024_dados.csv
A852,S,RS,SAO LUIZ GONZAGA,"-28,41722221","-54,9625","245,5",25/07/07,inmet_S_RS_A852_SAO-LUIZ-GONZAGA_01-01-2024_A_31-12-2024_dados.csv
A853,S,RS,CRUZ ALTA,"-28,60344","-53,673597","426,69",31/05/07,inmet_S_RS_A853_CRUZ-ALTA_01-01-2024_A_31-12-2024_dados.csv
A854,S,RS,FREDERICO WESTPHALEN,"-27,39555555","-53,42944443","489,42",14/12/07,inmet_S_RS_A854_FREDERICO-WESTPHALEN_01-01-2024_A_31-12-2024_dados.csv
A856,S,RS,PALMEIRA DAS MISSOES,"-27,92027777","-53,31805554","614,11",26/02/08,inmet_S_RS_A856_PALMEIRA-DAS-MISSOES_01-01-2024_A_31-12-2024_dados.csv
A880,S,RS,VACARIA,"-28,51361111","-50,88277777","969,89",26/04/08,inmet_S_RS_A880_VACARIA_01-01-2024_A_31-12-2024_dados.csv
A881,S,RS,DOM PEDRITO,"-31,0025","-54,61805554",150,23/04/10,inmet_S_RS_A881_DOM-PEDRITO_01-01-2024_A_31-12-2024_dados.csv
A882,S,RS,TEUTONIA,"-29,44916666","-51,82333332",81,04/10/12,inmet_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024_dados.csv
A883,S,RS,IBIRUBA,"-28,65333333","-53,11194444","455,27",13/12/12,inmet_S_RS_A883_IBIRUBA_01-01-2024_A_31-12-2024_dados.csv
A884,S,RS,CAMPO BOM,"-29,674293","-51,064042","23,35",29/11/13,inmet_S_RS_A884_CAMPO-BOM_01-01-2024_A_31-12-2024_dados.csv
A886,S,RS,TUPANCIRETA,"-29,08944444","-53,82666666",462,11/08/16,inmet_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024_dados.csv
A887,S,RS,CAPAO DO LEAO (PELOTAS),"-31,8025","-52,40722222",13,18/07/19,inmet_S_RS_A887_CAPAO-DO-LEAO-(PELOTAS)_01-01-2024_A_31-12-2024_dados.csv
A889,S,RS,SAO VICENTE DO SUL,"-29,70222222","-54,69444444",134,06/04/16,inmet_S_RS_A889_SAO-VICENTE-DO-SUL_01-01-2024_A_31-12-2024_dados.csv
A893,S,RS,ENCRUZILHADA DO SUL,"-30,54305555","-52,52472221","427,75",15/03/18,inmet_S_RS_A893_ENCRUZILHADA-DO-SUL_01-01-2024_A_31-12-2024_dados.csv
A894,S,RS,SERAFINA CORREA,"-28,70472222","-51,87083332","485,29",01/04/16,inmet_S_RS_A894_SERAFINA-CORREA_01-01-2024_A_31-12-2024_dados.csv
A899,S,RS,Santa Vitoria do Palmar - Barra do Chui,"-33,74222221","-53,37222221","7,41",08/03/08,inmet_S_RS_A899_Santa-Vitoria-do-Palmar---Barra-do-Chui_01-01-2024_A_31-12-2024_dados.csv
A806,S,SC,FLORIANOPOLIS,"-27,6025","-48,61999999","4,87",22/01/03,inmet_S_SC_A806_FLORIANOPOLIS_01-01-2024_A_31-12-2024_dados.csv
A814,S,SC,URUSSANGA,"-28,53249999","-49,31527777","40,56",29/05/08,inmet_S_SC_A814_URUSSANGA_01-01-2024_A_31-12-2024_dados.csv
A816,S,SC,NOVO HORIZONTE,"-26,40638888","-52,85027777","943,57",20/09/08,inmet_S_SC_A816_NOVO-HORIZONTE_01-01-2024_A_31-12-2024_dados.csv
A817,S,SC,INDAIAL,"-26,91361111","-49,26805554","72,24",02/07/06,inmet_S_SC_A817_INDAIAL_01-01-2024_A_31-12-2024_dados.csv
A841,S,SC,JOACABA,"-27,16916666","-51,55888888","767,63",20/09/07,inmet_S_SC_A841_JOACABA_01-01-2024_A_31-12-2024_dados.csv
A845,S,SC,BOM JARDIM DA SERRA - MORRO DA IGREJA,"-28,12694443","-49,47972221","1790,38",17/06/07,inmet_S_SC_A845_BOM-JARDIM-DA-SERRA---MORRO-DA-IGREJA_01-01-2024_A_31-12-2024_dados.csv
A848,S,SC,DIONISIO CERQUEIRA,"-26,286562","-53,633114","807,54",31/05/08,inmet_S_SC_A848_DIONISIO-CERQUEIRA_01-01-2024_A_31-12-2024_dados.csv
A851,S,SC,ITAPOA,"-26,08138888","-48,64166666","6,18",06/06/07,inmet_S_SC_A851_ITAPOA_01-01-2024_A_31-12-2024_dados.csv
A857,S,SC,SAO MIGUEL DO OESTE,"-26,78638888","-53,51416666",647,12/03/08,inmet_S_SC_A857_SAO-MIGUEL-DO-OESTE_01-01-2024_A_31-12-2024_dados.csv
A858,S,SC,XANXERE,"-26,938666","-52,39809","878,74",15/03/08,inmet_S_SC_A858_XANXERE_01-01-2024_A_31-12-2024_dados.csv
A860,S,SC,CURITIBANOS,"-27,2886111","-50,60416666","978,1",28/02/08,inmet_S_SC_A860_CURITIBANOS_01-01-2024_A_31-12-2024_dados.csv
A861,S,SC,RIO DO CAMPO,"-26,93749999","-50,14555555","591,67",10/03/08,inmet_S_SC_A861_RIO-DO-CAMPO_01-01-2024_A_31-12-2024_dados.csv
A862,S,SC,RIO NEGRINHO,"-26,2486111","-49,57416666",856,22/03/08,inmet_S_SC_A862_RIO-NEGRINHO_01-01-2024_A_31-12-2024_dados.csv
A863,S,SC,ITUPORANGA,"-27,41833332","-49,64694444","479,79",04/03/08,inmet_S_SC_A863_ITUPORANGA_01-01-2024_A_31-12-2024_dados.csv
A864,S,SC,MAJOR VIEIRA,"-26,3936111","-50,36333333","799,58",09/02/09,inmet_S_SC_A864_MAJOR-VIEIRA_01-01-2024_A_31-12-2024_dados.csv
A865,S,SC,LAGES,"-27,80222222","-50,33555555","952,7",06/11/14,inmet_S_SC_A865_LAGES_01-01-2024_A_31-12-2024_dados.csv
A866,S,SC,Laguna  - Farol de Santa Marta,"-28,60444444","-48,81333333","34,36",01/06/08,inmet_S_SC_A866_Laguna---Farol-de-Santa-Marta_01-01-2024_A_31-12-2024_dados.csv
A867,S,SC,ARARANGUA,"-28,931353","-49,49792",2,28/09/08,inmet_S_SC_A867_ARARANGUA_01-01-2024_A_31-12-2024_dados.csv
A868,S,SC,ITAJAI,"-26,95083333","-48,76194444","9,76",24/06/10,inmet_S_SC_A868_ITAJAI_01-01-2024_A_31-12-2024_dados.csv
A870,S,SC,RANCHO QUEIMADO,"-27,6786111","-49,04194444",881,31/05/16,inmet_S_SC_A870_RANCHO-QUEIMADO_01-01-2024_A_31-12-2024_dados.csv
A895,S,SC,CHAPECO,"-27,0853111","-52,6357111",679,19/02/19,inmet_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024_dados.csv
A898,S,SC,CAMPOS NOVOS,"-27,3886111","-51,21583333",963,15/02/19,inmet_S_SC_A898_CAMPOS-NOVOS_01-01-2024_A_31-12-2024_dados.csv
A035,CO,GO,ITUMBIARA,"-18,40972222","-49,19194444","491,17",01/11/07,inmet_CO_GO_A035_ITUMBIARA_01-01-2025_A_31-12-2025_dados.csv
A912,CO,MT,CAMPO VERDE,"-15,55888888","-55,17944443",747,21/11/06,inmet_CO_MT_A912_CAMPO-VERDE_01-01-2025_A_31-12-2025_dados.csv
A929,CO,MT,NOVA UBIRATA,"-13,41111111","-54,75222222","466,48",13/04/08,inmet_CO_MT_A929_NOVA-UBIRATA_01-01-2025_A_31-12-2025_dados.csv
A931,CO,MT,SANTO ANTONIO DO LESTE,"-14,92499999","-53,88444444",662,30/05/08,inmet_CO_MT_A931_SANTO-ANTONIO-DO-LESTE_01-01-2025_A_31-12-2025_dados.csv
A934,CO,MT,ALTO TAQUARI,"-17,8411111","-53,28944444","862,42",29/01/08,inmet_CO_MT_A934_ALTO-TAQUARI_01-01-2025_A_31-12-2025_dados.csv
A945,CO,MT,BARRA DO GARCAS,"-15,88472221","-52,22722221",304,26/11/25,inmet_CO_MT_A945_BARRA-DO-GARCAS_26-11-2025_A_31-12-2025_dados.csv
A949,CO,MT,DIAMANTINO,"-14,37777777","-56,37972221",317,27/11/25,inmet_CO_MT_A949_DIAMANTINO_27-11-2025_A_31-12-2025_dados.csv
A955,CO,MT,LUCAS DO RIO VERDE,"-13,07499999","-55,91138888",393,03/12/25,inmet_CO_MT_A955_LUCAS-DO-RIO-VERDE_03-12-2025_A_31-12-2025_dados.csv
A224,NE,MA,ESTREITO,"-6,65333333","-47,41833332","182,96",27/02/08,inmet_NE_MA_A224_ESTREITO_01-01-2025_A_31-12-2025_dados.csv
A214,N,PA,RONDON DO PARA,"-4,82749999","-48,1736111",203,17/04/08,inmet_N_PA_A214_RONDON-DO-PARA_01-01-2025_A_31-12-2025_dados.csv
A246,N,PA,MINA DO PALITO,"-6,31999999","-55,78777777","259,88",28/09/10,inmet_N_PA_A246_MINA-DO-PALITO_01-01-2025_A_31-12-2025_dados.csv
A549,SE,MG,AGUAS VERMELHAS,"-15,75166666","-41,45777777","754,07",09/09/07,inmet_SE_MG_A549_AGUAS-VERMELHAS_01-01-2025_A_31-12-2025_dados.csv
A556,SE,MG,MANHUACU,"-20,26333333","-42,18277777","819,47",25/09/10,inmet_SE_MG_A556_MANHUACU_01-01-2025_A_31-12-2025_dados.csv
A572,SE,MG,BELO HORIZONTE - SANTO AGOSTINHO,"-19,93388888","-43,95222222","915,47",28/08/25,inmet_SE_MG_A572_BELO-HORIZONTE---SANTO-AGOSTINHO_28-08-2025_A_31-12-2025_dados.csv
A735,SE,SP,JOSE BONIFACIO,"-21,08555555","-49,92027777","408,35",03/09/07,inmet_SE_SP_A735_JOSE-BONIFACIO_01-01-2025_A_31-12-2025_dados.csv
A755,SE,SP,BARUERI,"-23,52388888","-46,86944443","776,5",29/03/11,inmet_SE_SP_A755_BARUERI_01-01-2025_A_31-12-2025_dados.csv
B808,S,RS,CACHOEIRINHA,"-29,95138888","-51,12416666",72,18/02/25,inmet_S_RS_B808_CACHOEIRINHA_18-02-2025_A_31-12-2025_dados.csv
B809,S,RS,SAPUCAIA DO SUL,"-29,81388888","-51,15666666",23,01/05/25,inmet_S_RS_B809_SAPUCAIA-DO-SUL_01-05-2025_A_31-12-2025_dados.csv
B810,S,RS,PARQUE ELDORADO,"-30,09666666","-51,67388888",50,18/02/25,inmet_S_RS_B810_PARQUE-ELDORADO_18-02-2025_A_31-12-2025_dados.csv
B811,S,RS,SERTAO SANTANA,"-30,49416666","-51,66333333",116,14/08/25,inmet_S_RS_B811_SERTAO-SANTANA_14-08-2025_A_31-12-2025_dados.csv
B812,S,RS,CHARQUEADAS,"-29,96555555","-51,62555554",23,01/05/25,inmet_S_RS_B812_CHARQUEADAS_01-05-2025_A_31-12-2025_dados.csv
B813,S,RS,MINAS DO LEAO,"-30,12444443","-52,05083333",54,01/08/25,inmet_S_RS_B813_MINAS-DO-LEAO_01-08-2025_A_31-12-2025_dados.csv
B814,S,RS,MONTENEGRO,"-29,75861111","-51,4361111",15,01/08/25,inmet_S_RS_B814_MONTENEGRO_01-08-2025_A_31-12-2025_dados.csv
B816,S,RS,SANTA MARIA DO HERVAL,"-29,47916666","-51,01333333",650,21/08/25,inmet_S_RS_B816_SANTA-MARIA-DO-HERVAL_21-08-2025_A_31-12-2025_dados.csv
B817,S,RS,CAXIAS DO SUL - CRIUVA,"-28,87416666","-50,97555554",857,01/08/25,inmet_S_RS_B817_CAXIAS-DO-SUL---CRIUVA_01-08-2025_A_31-12-2025_dados.csv
B818,S,RS,CAXIAS DO SUL - AEROPORTO,"-29,1961111","-51,18638888",756,14/08/25,inmet_S_RS_B818_CAXIAS-DO-SUL---AEROPORTO_14-08-2025_A_31-12-2025_dados.csv
B821,S,RS,SANTANA DA BOA VISTA,"-30,85861111","-53,15555555",138,17/09/25,inmet_S_RS_B821_SANTANA-DA-BOA-VISTA_17-09-2025_A_31-12-2025_dados.csv
B822,S,RS,CACHOEIRA DO SUL,"-30,01833332","-52,93888888",73,17/09/25,inmet_S_RS_B822_CACHOEIRA-DO-SUL_17-09-2025_A_31-12-2025_dados.csv
B823,S,RS,PINHEIRO MACHADO,"-31,57472221","-53,38833333",419,17/09/25,inmet_S_RS_B823_PINHEIRO-MACHADO_17-09-2025_A_31-12-2025_dados.csv
B825,S,RS,PORTO ALEGRE - BELEM NOVO,"-30,1861111","-51,17833332","3,3",01/05/25,inmet_S_RS_B825_PORTO-ALEGRE---BELEM-NOVO_01-05-2025_A_31-12-2025_dados.csv
B826,S,RS,HERVAL,"-32,01277777","-53,40305555",331,17/09/25,inmet_S_RS_B826_HERVAL_17-09-2025_A_31-12-2025_dados.csv
B827,S,RS,BAGE - CENTRO,"-31,30555555","-54,01333333","226,2",01/08/25,inmet_S_RS_B827_BAGE---CENTRO_01-08-2025_A_20-10-2025_dados.csv
B828,S,RS,ACEGUA,"-31,87472221","-54,11972221",271,17/09/25,inmet_S_RS_B828_ACEGUA_17-09-2025_A_31-12-2025_dados.csv
B829,S,RS,SANTA VITORIA DO PALMAR (RESERVA DO TAIM),"-32,83583333","-52,6436111",2,17/09/25,inmet_S_RS_B829_SANTA-VITORIA-DO-PALMAR-(RESERVA-DO-TAIM)_17-09-2025_A_31-12-2025_dados.csv
B830,S,RS,SANTA VITORIA DO PALMAR (CENTRO),"-33,53166666","-53,35027777",29,18/09/25,inmet_S_RS_B830_SANTA-VITORIA-DO-PALMAR-(CENTRO)_18-09-2025_A_31-12-2025_dados.csv
B832,S,RS,CAPAO DA CANOA,"-29,68527777","-49,99305555",0,13/10/25,inmet_S_RS_B832_CAPAO-DA-CANOA_13-10-2025_A_31-12-2025_dados.csv
B839,S,RS,SANTO ANTONIO DA PATRULHA,"-29,81611111","-50,53333333",47,13/10/25,inmet_S_RS_B839_SANTO-ANTONIO-DA-PATRULHA_13-10-2025_A_31-12-2025_dados.csv
B841,S,RS,TORRES,"-29,41361111","-49,80361111",0,13/10/25,inmet_S_RS_B841_TORRES_13-10-2025_A_31-12-2025_dados.csv
